frame_number,time_sec,track_id,x_center,y_center,width,height,confidence
1919,80,13,798.6327514648438,722.0504150390625,740.6854248046875,602.9896850585938,0.8507585525512695
1943,81,2,1038.6826171875,581.3848876953125,498.4241943359375,876.5892333984375,0.8633946776390076
1943,81,13,794.2429809570312,724.2621459960938,737.5462646484375,599.085205078125,0.8337648510932922
1967,82,2,1023.068603515625,587.0504150390625,500.00408935546875,870.2305908203125,0.8266155123710632
1967,82,13,786.026123046875,705.1542358398438,778.6713256835938,635.5272216796875,0.8551040291786194
1991,83,2,1018.87109375,582.8604125976562,506.736328125,878.7200927734375,0.8246269226074219
1991,83,13,766.4578857421875,695.9601440429688,794.56201171875,653.623779296875,0.8417108058929443
2015,84,2,1025.4599609375,578.0850830078125,517.5817260742188,888.1968994140625,0.8145695328712463
2015,84,13,832.2236938476562,692.8223876953125,814.8316650390625,659.785888671875,0.8299993276596069
2039,85,2,1019.7324829101562,574.606201171875,522.9739990234375,893.1278076171875,0.8447172045707703
2039,85,13,835.5172729492188,701.6529541015625,805.0098876953125,640.219482421875,0.8273501396179199
2063,86,2,1001.8807983398438,570.6527709960938,528.0330810546875,903.6025390625,0.8791236281394958
2063,86,13,773.7752685546875,696.8156127929688,818.71923828125,650.9383544921875,0.5209199786186218
2063,86,15,602.3412475585938,695.494140625,636.643310546875,656.5435791015625,0.6280840039253235
2087,87,2,994.2354736328125,565.2852783203125,532.0421752929688,913.9063720703125,0.8975855112075806
2087,87,13,769.4771728515625,703.011474609375,814.2661743164062,637.8595581054688,0.2810060679912567
2087,87,15,616.5770874023438,704.899658203125,618.5135498046875,637.680419921875,0.7210111021995544
2111,88,2,988.4794311523438,562.1387329101562,532.7081298828125,920.7125244140625,0.9044235348701477
2111,88,13,770.0421142578125,703.0806884765625,823.5886840820312,637.1741333007812,0.3452591300010681
2111,88,15,623.5198364257812,705.461669921875,617.5162353515625,636.627685546875,0.6912932395935059
2135,89,2,992.7000732421875,560.7632446289062,532.6937866210938,923.3768920898438,0.8914587497711182
2135,89,13,773.5831298828125,702.06884765625,835.70654296875,638.8587646484375,0.2862277925014496
2135,89,15,623.1692504882812,704.193603515625,618.1793212890625,639.2299194335938,0.716480016708374
2159,90,2,996.542724609375,561.8226318359375,530.017822265625,920.6910400390625,0.9018504619598389
2159,90,13,774.979248046875,701.7557373046875,846.34814453125,639.6106567382812,0.2699068486690521
2159,90,15,619.8873291015625,703.6309204101562,616.1419677734375,638.9984130859375,0.7337836027145386
2183,91,2,996.075439453125,561.4569091796875,530.2857055664062,922.8985595703125,0.8836780190467834
2183,91,13,748.3126220703125,700.9801635742188,848.44677734375,642.2950439453125,0.8421845436096191
2207,92,2,995.5723876953125,562.2986450195312,528.2217407226562,921.99072265625,0.8995099663734436
2207,92,13,745.8880615234375,701.4427490234375,849.5888671875,641.6927490234375,0.8194839954376221
2231,93,2,995.95458984375,567.4281005859375,521.1134643554688,911.5892333984375,0.8861900568008423
2231,93,13,735.3316040039062,703.5985107421875,845.3724365234375,639.6522216796875,0.8358421325683594
2255,94,2,993.1292724609375,570.4899291992188,517.5252075195312,904.630126953125,0.8643229007720947
2255,94,13,719.6978759765625,700.1819458007812,852.52392578125,646.2401123046875,0.8336193561553955
2279,95,2,995.941650390625,557.76708984375,527.0064086914062,929.3834228515625,0.925671398639679
2279,95,13,726.9835205078125,698.4639892578125,858.23974609375,648.2994384765625,0.6244595050811768
2303,96,2,993.6348876953125,553.32861328125,528.6728515625,938.500732421875,0.9139119982719421
2303,96,13,731.0977172851562,700.5424194335938,854.4769287109375,643.4910888671875,0.7163550853729248
2327,97,2,995.6142578125,554.0339965820312,526.9357299804688,937.5746459960938,0.9188985228538513
2327,97,13,730.6578979492188,699.3047485351562,858.5384521484375,645.85693359375,0.7461854219436646
2351,98,2,1038.844482421875,546.5332641601562,543.9964599609375,951.6832275390625,0.8990250825881958
2351,98,13,715.1973266601562,697.42724609375,862.6026611328125,649.548583984375,0.8258128762245178
2375,99,2,1015.1773681640625,539.2521362304688,546.38623046875,968.3689575195312,0.8973549604415894
2375,99,13,694.1035766601562,699.5179443359375,854.7008056640625,646.0069580078125,0.8423832058906555
2399,100,2,1026.2100830078125,543.1160278320312,537.1884155273438,961.2603149414062,0.925136148929596
2399,100,13,715.9462890625,710.0944213867188,834.052978515625,623.98486328125,0.8037988543510437
2423,101,2,1031.731201171875,547.4814453125,527.8718872070312,952.1912841796875,0.9297469854354858
2423,101,13,725.0557250976562,710.33154296875,837.7501220703125,622.9276123046875,0.8016460537910461
2447,102,2,1030.2447509765625,548.0157470703125,522.7158203125,950.2026977539062,0.9208337068557739
2447,102,13,710.0659790039062,698.453125,864.0509033203125,645.8925170898438,0.8405721783638
2471,103,2,1025.7967529296875,547.7205810546875,518.1621704101562,951.11474609375,0.92868572473526
2471,103,13,736.883544921875,696.1489868164062,865.0263671875,651.4542236328125,0.6744283437728882
2495,104,2,1018.830322265625,548.386962890625,512.9804077148438,947.9739379882812,0.9063704609870911
2495,104,13,743.2806396484375,699.8863525390625,852.09912109375,643.7394409179688,0.7379981279373169
2518,105,2,1015.525146484375,547.2728271484375,509.97882080078125,949.3850708007812,0.9060048460960388
2518,105,13,742.5174560546875,703.8889770507812,842.01806640625,635.89892578125,0.6444085836410522
2542,106,2,1016.230712890625,547.143798828125,506.82659912109375,950.451171875,0.9124580025672913
2542,106,13,746.0640869140625,704.02294921875,842.6602172851562,635.9855346679688,0.6242419481277466
2542,106,15,614.8712158203125,704.657958984375,604.592041015625,637.2272338867188,0.6126279830932617
2566,107,2,1016.7254638671875,546.80126953125,504.01422119140625,951.1348876953125,0.9176504611968994
2566,107,13,747.145263671875,699.5304565429688,854.4943237304688,645.090087890625,0.6735134720802307
2566,107,15,618.4680786132812,700.0684204101562,609.52734375,645.83251953125,0.49106132984161377
2590,108,2,1017.8843383789062,547.2810668945312,500.6727294921875,950.4971923828125,0.9225131869316101
2590,108,13,743.6053466796875,702.2127075195312,847.758056640625,639.4053955078125,0.7680565714836121
2638,110,18,918.2457275390625,480.98590087890625,195.78411865234375,513.29443359375,0.9209442734718323
2638,110,19,713.709228515625,497.1252136230469,131.8914794921875,528.4545288085938,0.8772563934326172
2638,110,20,99.50668334960938,485.95556640625,148.12042236328125,553.0882568359375,0.8324913382530212
2638,110,21,185.37705993652344,483.3179931640625,134.0299072265625,501.0115051269531,0.7604102492332458
2662,111,18,919.1014404296875,480.26251220703125,195.876708984375,513.7130126953125,0.9185087084770203
2662,111,19,712.138427734375,496.5478210449219,132.09124755859375,528.9620971679688,0.872407853603363
2662,111,20,95.73277282714844,490.4905090332031,145.50033569335938,541.0194702148438,0.8042618632316589
2662,111,21,188.58035278320312,478.22479248046875,133.96817016601562,498.2978515625,0.6578603982925415
2686,112,18,918.448486328125,480.4530334472656,195.80035400390625,513.7536010742188,0.9195937514305115
2686,112,19,710.1273193359375,496.62164306640625,132.690185546875,530.782958984375,0.8763320446014404
2686,112,20,99.09673309326172,494.3352966308594,143.60557556152344,531.5335083007812,0.8472192287445068
2686,112,21,186.1671142578125,480.10150146484375,131.00210571289062,486.55419921875,0.8009219169616699
2710,113,18,916.3670654296875,481.0113525390625,195.03582763671875,512.1075439453125,0.9166384935379028
2710,113,19,710.2337646484375,497.9655456542969,132.17047119140625,528.0944213867188,0.8838251233100891
2710,113,20,109.15369415283203,493.59234619140625,144.99378967285156,536.054443359375,0.8363519310951233
2710,113,21,191.10012817382812,474.18115234375,130.87841796875,486.147216796875,0.7850043177604675
2710,113,23,271.6459045410156,448.8158874511719,150.6754608154297,473.43634033203125,0.7975245714187622
2734,114,18,907.5057373046875,481.0809020996094,195.01898193359375,511.83587646484375,0.9221252202987671
2734,114,19,709.6406860351562,498.193603515625,131.8804931640625,526.000244140625,0.8816035985946655
2734,114,20,105.11065673828125,493.7690124511719,143.68963623046875,528.9630737304688,0.8601335287094116
2734,114,21,190.8013458251953,473.4842224121094,131.61654663085938,488.57598876953125,0.7887585163116455
2734,114,23,272.8335266113281,448.8536682128906,150.4535675048828,473.34930419921875,0.8048670291900635
2758,115,18,895.6617431640625,481.54931640625,195.39453125,512.612060546875,0.9239317178726196
2758,115,19,708.4544677734375,501.74945068359375,131.0770263671875,521.060302734375,0.8775724768638611
2758,115,20,99.7120361328125,488.17376708984375,146.87057495117188,540.2877197265625,0.8447321057319641
2758,115,21,192.56866455078125,475.8305358886719,132.8229522705078,492.80767822265625,0.7932336330413818
2758,115,23,273.6907043457031,449.3482360839844,150.3041534423828,473.69500732421875,0.7965845465660095
2782,116,18,893.6756591796875,481.42547607421875,195.79412841796875,513.5379638671875,0.9214758276939392
2782,116,19,707.240966796875,501.059814453125,129.76739501953125,513.5081787109375,0.8812733888626099
2782,116,20,92.99424743652344,484.9543151855469,148.07748413085938,546.1967163085938,0.8532204031944275
2782,116,21,192.18479919433594,477.3968811035156,133.47293090820312,494.50030517578125,0.8042006492614746
2782,116,23,274.3400573730469,449.22747802734375,150.02154541015625,473.668701171875,0.8054004311561584
2806,117,18,893.3677978515625,480.6119079589844,195.90948486328125,514.3796997070312,0.9245710372924805
2806,117,19,723.6171264648438,499.73919677734375,131.0726318359375,513.5330810546875,0.8754684925079346
2806,117,20,87.99635314941406,483.6652526855469,148.65423583984375,549.4863891601562,0.8610907196998596
2806,117,21,190.92404174804688,479.70526123046875,133.4371337890625,493.5487060546875,0.8138840198516846
2806,117,23,274.92919921875,448.989990234375,149.69374084472656,474.0016174316406,0.8251315951347351
2830,118,18,893.816650390625,480.54217529296875,195.80157470703125,514.387939453125,0.9223423600196838
2830,118,19,732.4212646484375,494.6434326171875,133.81280517578125,521.938232421875,0.864739716053009
2830,118,20,86.23149108886719,482.8668518066406,149.02020263671875,550.5531616210938,0.850023627281189
2830,118,21,189.54391479492188,480.508056640625,134.23681640625,495.7046203613281,0.8241128921508789
2830,118,23,274.5230712890625,448.942626953125,149.31460571289062,474.2989196777344,0.8207612037658691
2854,119,18,894.8631591796875,481.1081848144531,195.3399658203125,513.3408813476562,0.9230606555938721
2854,119,19,738.501708984375,492.797607421875,135.01409912109375,524.734130859375,0.8549799919128418
2854,119,20,82.54473114013672,484.9233093261719,147.0284881591797,542.3502807617188,0.8475015163421631
2854,119,21,187.16110229492188,476.33062744140625,134.78529357910156,497.5093994140625,0.8348647356033325
2854,119,23,274.24041748046875,449.0989074707031,148.8834991455078,474.57757568359375,0.8248884081840515
2878,120,18,896.48779296875,481.363037109375,195.08575439453125,513.0814208984375,0.9225844144821167
2878,120,19,742.7122802734375,494.0625,134.18682861328125,521.3197021484375,0.8682606220245361
2878,120,20,82.77533721923828,490.216064453125,146.6233673095703,534.721923828125,0.8510206937789917
2878,120,21,186.4532928466797,475.0727233886719,134.63937377929688,496.63238525390625,0.8338686227798462
2878,120,23,274.4958801269531,448.9810791015625,148.20294189453125,474.1721496582031,0.8295629024505615
2902,121,18,897.3856811523438,481.70916748046875,194.8216552734375,512.9166259765625,0.9250911474227905
2902,121,19,744.9188842773438,495.1087646484375,133.797607421875,519.2584228515625,0.872831404209137
2902,121,20,82.69972229003906,489.4832458496094,146.00555419921875,533.9767456054688,0.8560091257095337
2902,121,21,187.3192901611328,478.05621337890625,134.86886596679688,497.4608459472656,0.8240681290626526
2902,121,23,274.243896484375,449.56231689453125,147.51895141601562,473.6607666015625,0.8185665607452393
2902,121,24,33.6547737121582,520.268310546875,67.3095474243164,506.5985107421875,0.6346803307533264
2926,122,18,897.8717041015625,481.9322509765625,194.40264892578125,512.0458984375,0.9243150949478149
2926,122,19,744.5032958984375,493.92108154296875,134.226318359375,521.4510498046875,0.8706029653549194
2926,122,20,84.53925323486328,488.29656982421875,146.38331604003906,536.7286376953125,0.8460996747016907
2926,122,21,188.3663330078125,480.1065368652344,134.4771270751953,495.10919189453125,0.8037054538726807
2926,122,23,273.281982421875,449.1789855957031,147.09298706054688,473.32171630859375,0.83234703540802
2926,122,24,33.37059783935547,518.873779296875,66.74119567871094,508.6340637207031,0.6436360478401184
2950,123,18,897.935546875,481.8934631347656,194.24200439453125,511.95025634765625,0.9253019690513611
2950,123,19,744.67578125,494.3713684082031,133.83563232421875,520.5304565429688,0.872525155544281
2950,123,20,84.32359313964844,487.3739318847656,146.29034423828125,537.6607055664062,0.8598013520240784
2950,123,21,187.65452575683594,479.2400817871094,135.54647827148438,497.69683837890625,0.8037845492362976
2950,123,23,273.7918395996094,448.4165344238281,146.49549865722656,472.56536865234375,0.8471397161483765
2950,123,24,33.4737663269043,516.7927856445312,66.9475326538086,514.765625,0.6173511147499084
2974,124,18,896.4864501953125,481.63079833984375,194.10418701171875,511.9673767089844,0.9262738227844238
2974,124,19,744.4895629882812,495.12945556640625,133.4227294921875,519.3209228515625,0.8744391202926636
2974,124,20,83.9674072265625,485.8222961425781,147.47933959960938,543.2653198242188,0.8568699955940247
2974,124,21,186.16172790527344,478.04229736328125,136.63870239257812,500.0990295410156,0.8091304898262024
2974,124,23,274.24615478515625,448.23187255859375,145.96017456054688,472.2415771484375,0.8496298789978027
2974,124,24,33.45896530151367,517.5895385742188,66.91793060302734,513.1668701171875,0.6632676124572754
3046,127,25,857.0396728515625,910.3757934570312,238.578857421875,225.850830078125,0.9246500134468079
3094,129,26,846.3568115234375,792.4303588867188,148.83184814453125,268.9066162109375,0.9247534871101379
3142,131,27,857.8631591796875,660.8355712890625,125.96209716796875,224.83306884765625,0.9204955697059631
3166,132,27,862.5054931640625,616.22509765625,123.6666259765625,220.86181640625,0.9240721464157104
3190,133,27,854.1591796875,572.4356079101562,118.98095703125,212.63186645507812,0.8995846509933472
3214,134,28,671.6839599609375,403.43994140625,78.0390625,174.72048950195312,0.8767123222351074
3238,135,28,675.429443359375,375.1162109375,69.72747802734375,156.54446411132812,0.8241456747055054
3238,135,29,1066.356689453125,568.42041015625,117.5833740234375,192.20944213867188,0.8428886532783508
3238,135,31,537.7924194335938,542.2282104492188,142.05032348632812,208.55361938476562,0.7443869113922119
3238,135,36,785.825927734375,525.0115966796875,88.80291748046875,187.98934936523438,0.6355395317077637
3262,136,36,794.3079833984375,520.029541015625,86.55401611328125,183.55178833007812,0.7941893935203552
3262,136,39,1036.743896484375,656.4629516601562,169.6015625,208.3216552734375,0.8756675720214844
3262,136,42,620.802001953125,584.29931640625,108.7626953125,205.35055541992188,0.8601228594779968
3262,136,44,1028.635009765625,527.1368408203125,71.3953857421875,167.52838134765625,0.8267936110496521
3310,138,53,1203.8807373046875,621.9173583984375,805.1484375,798.1095581054688,0.8488125205039978
3334,139,53,1206.0428466796875,611.77734375,827.9319458007812,821.6769409179688,0.8492304086685181
3358,140,53,1211.62890625,603.2926025390625,842.3636474609375,838.4856567382812,0.8600825667381287
3382,141,53,1179.89501953125,596.3284301757812,851.8472900390625,853.9342041015625,0.8927226662635803
3406,142,53,1144.3642578125,555.77294921875,920.0111694335938,930.7360229492188,0.8587281703948975
3454,144,54,1138.277587890625,513.9063110351562,529.5354614257812,1020.1038208007812,0.8791155815124512
3478,145,54,1119.96923828125,511.06793212890625,530.6553344726562,1017.563232421875,0.8828960061073303
3501,146,54,1148.74755859375,511.6772766113281,536.1779174804688,1020.3527221679688,0.8692812919616699
3525,147,54,1225.17822265625,511.7789001464844,538.11083984375,1023.1829223632812,0.9215829968452454
3549,148,54,1142.2628173828125,522.2235717773438,523.8980102539062,1003.3201904296875,0.9197415709495544
3573,149,54,1007.3587646484375,545.7546997070312,496.18804931640625,956.4906005859375,0.9389533996582031
3621,151,55,648.752197265625,574.8027954101562,355.5821228027344,894.8409423828125,0.9117493033409119
3645,152,55,576.5281372070312,570.7200927734375,353.685546875,890.4874267578125,0.90641188621521
3669,153,55,501.3719482421875,563.2482299804688,356.4774475097656,901.9971923828125,0.9085020422935486
3693,154,55,447.00299072265625,557.6974487304688,357.6588134765625,906.8460083007812,0.9102404713630676
3717,155,55,432.361328125,557.7587280273438,358.2323303222656,907.5198364257812,0.9309719800949097
3741,156,55,399.8957214355469,556.211669921875,360.34100341796875,911.33447265625,0.8984161019325256
3765,157,55,396.4479675292969,557.4593505859375,358.18609619140625,913.35009765625,0.9186374545097351
3789,158,55,426.967041015625,550.930419921875,354.6224365234375,916.1517333984375,0.9227480888366699
3813,159,55,432.30535888671875,546.795166015625,349.9774475097656,913.0442504882812,0.9127076268196106
3837,160,55,428.2773742675781,546.468994140625,347.05938720703125,915.0310668945312,0.9149051308631897
3861,161,55,413.0390930175781,546.845947265625,342.51763916015625,914.75439453125,0.9241378307342529
3861,161,57,1204.6279296875,551.5521850585938,254.2137451171875,860.8604736328125,0.8738335371017456
3885,162,55,413.7496337890625,549.3434448242188,336.5943603515625,912.88330078125,0.9176995158195496
3909,163,55,404.8651428222656,550.083984375,332.03326416015625,916.123291015625,0.9178005456924438
3909,163,58,944.2821655273438,515.050048828125,235.6326904296875,731.1632690429688,0.9116011261940002
3933,164,55,402.67669677734375,550.114990234375,326.850830078125,919.0020751953125,0.908366858959198
3933,164,58,979.0421142578125,496.03759765625,222.75921630859375,689.2265625,0.9234300851821899
3957,165,55,388.9256286621094,546.9214477539062,322.58355712890625,921.8804931640625,0.9125332832336426
3957,165,58,997.7339477539062,487.6872863769531,218.7186279296875,675.1572875976562,0.9266020655632019
3981,166,55,391.32012939453125,549.4005737304688,320.751708984375,924.4354248046875,0.8873856067657471
3981,166,58,1025.1541748046875,490.2415466308594,217.673583984375,678.7149047851562,0.866733193397522
4005,167,55,384.2105407714844,549.7460327148438,320.64190673828125,924.1372680664062,0.903203010559082
4005,167,58,1006.090087890625,499.812255859375,230.05914306640625,716.5631103515625,0.8988005518913269
4029,168,55,377.1971435546875,549.6799926757812,323.2989501953125,929.1536865234375,0.9039321541786194
4029,168,58,1011.83740234375,518.68408203125,253.04193115234375,774.7852783203125,0.9220990538597107
4053,169,55,402.41717529296875,549.0411376953125,321.017822265625,934.9851684570312,0.8778790235519409
4077,170,55,443.21875,546.8829345703125,309.9386291503906,930.7864379882812,0.8497928977012634
4101,171,55,462.30157470703125,550.700927734375,298.8834228515625,925.3301391601562,0.8549022078514099
4125,172,54,549.6275634765625,594.9111938476562,441.9053955078125,853.1434936523438,0.9169667363166809
4149,173,55,477.09039306640625,549.471923828125,296.4026794433594,934.0048828125,0.7953619956970215
4173,174,54,579.70068359375,553.6876831054688,434.2164611816406,912.4962158203125,0.8692474365234375
4197,175,58,943.2255859375,547.0870971679688,307.873046875,941.0928344726562,0.7120170593261719
4221,176,57,1234.9254150390625,550.0482177734375,291.06640625,926.255859375,0.8920038938522339
4245,177,57,1338.856689453125,550.4454956054688,299.7486572265625,927.9381713867188,0.9006213545799255
4269,178,57,1413.8460693359375,543.640380859375,298.27197265625,912.219482421875,0.8987098336219788
4293,179,57,1433.984619140625,541.6823120117188,299.3221435546875,902.7406005859375,0.9110714793205261
4317,180,57,1431.60791015625,540.0347290039062,300.319091796875,897.1277465820312,0.9164584279060364
4341,181,57,1441.06640625,543.3641357421875,304.3382568359375,898.3397827148438,0.9205542802810669
4365,182,57,1426.6103515625,547.5150146484375,308.4716796875,894.1748657226562,0.8969722986221313
4389,183,57,1427.15673828125,544.60205078125,311.0621337890625,903.0175170898438,0.8980998992919922
4413,184,57,1425.61572265625,541.8515625,312.07763671875,905.38037109375,0.9025170207023621
4437,185,57,1428.724853515625,542.2156982421875,312.253662109375,906.8475952148438,0.8910115361213684
4461,186,57,1433.07470703125,541.180419921875,312.9808349609375,909.0910034179688,0.9136001467704773
4485,187,57,1464.962890625,539.212646484375,307.1846923828125,886.4180908203125,0.9173884987831116
4508,188,57,1404.123046875,524.968994140625,298.532958984375,850.4322509765625,0.9101974368095398
4532,189,57,1389.9970703125,519.73779296875,294.965087890625,830.5100708007812,0.8947952389717102
4580,191,58,982.545166015625,540.9820556640625,287.11773681640625,822.2784423828125,0.9098137021064758
