image,tagged,emotion,matched_file,distance
track_322_sample_1_sec_1074.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.015509632823252906
track_1053_sample_3_sec_4216.jpg,ming,sad,main_project/data/my_face_db/ming/track_383_sample_2_sec_1137.jpg,0.016529929210965633
track_411_sample_1_sec_1308.jpg,ming,fear,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.00877384393695535
track_155_sample_1_sec_485.jpg,xiao,neutral,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.01231147624922424
track_975_sample_1_sec_3923.jpg,ming,sad,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.006398810055703863
track_713_sample_1_sec_3185.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_2_sample_3_sec_70.jpg,0.01804753836311057
track_513_sample_2_sec_1989.jpg,ming,fear,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.00845522163035728
track_1126_sample_1_sec_4321.jpg,ming,happy,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.005756526181065369
track_619_sample_1_sec_2597.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_2_sample_3_sec_70.jpg,0.015413368309813102
track_595_sample_2_sec_2498.jpg,ming,sad,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.008628201829988469
track_67_sample_2_sec_340.jpg,ming,sad,main_project/data/my_face_db/ming/track_62_sample_3_sec_244.jpg,0.0218081953893261
track_408_sample_1_sec_1305.jpg,ming,angry,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.009542788806812252
track_553_sample_1_sec_2108.jpg,ming,sad,main_project/data/my_face_db/ming/track_825_sample_1_sec_3690.jpg,0.013438125550210067
track_869_sample_1_sec_3829.jpg,ming,sad,main_project/data/my_face_db/ming/track_383_sample_2_sec_1137.jpg,0.011123622718160475
track_749_sample_3_sec_3460.jpg,ming,sad,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.006116751538265186
track_344_sample_1_sec_1088.jpg,ming,sad,main_project/data/my_face_db/ming/track_62_sample_3_sec_244.jpg,0.0159267523247546
track_905_sample_3_sec_3873.jpg,ming,sad,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.007196466018198122
track_272_sample_2_sec_711.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.014730915010316314
track_106_sample_2_sec_431.jpg,xiao,happy,main_project/data/my_face_db/xiao/track_2_sample_3_sec_70.jpg,0.024206915452306466
track_588_sample_2_sec_2387.jpg,ming,happy,main_project/data/my_face_db/ming/track_62_sample_3_sec_244.jpg,0.03764653207126234
track_8_sample_3_sec_52.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.008054949205198003
track_81_sample_1_sec_367.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.01714096584321445
track_384_sample_1_sec_1198.jpg,ming,sad,main_project/data/my_face_db/ming/track_383_sample_2_sec_1137.jpg,0.008268052782256174
track_595_sample_3_sec_2500.jpg,ming,fear,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.008106418641347424
track_1061_sample_2_sec_4207.jpg,ming,angry,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.010408477348071932
track_211_sample_2_sec_545.jpg,ming,neutral,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.007056349947138552
track_996_sample_1_sec_4003.jpg,ming,sad,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.007435865659227936
track_732_sample_1_sec_3405.jpg,ming,angry,main_project/data/my_face_db/ming/track_825_sample_1_sec_3690.jpg,0.016533901858463373
track_604_sample_1_sec_2515.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.008663508437013578
